id,date,group,outcome
ag117358,9/18/23,treatment,0
ag11780,8/10/23,treatment,0
ag120685,9/5/23,control,0
ag120803,12/10/23,treatment,0
ag12387,10/24/23,treatment,0
ag124478,9/26/23,treatment,0
ag124502,12/19/23,control,0
ag125433,11/11/23,control,0
ag125725,8/28/23,control,0
ag125812,9/21/23,treatment,0
ag125850,8/18/23,treatment,0
ag12728,8/9/23,treatment,0
ag127500,11/21/23,control,0
ag132285,8/17/23,control,0
ag132937,9/28/23,control,0
ag133765,8/16/23,treatment,0
ag133944,8/1/23,control,0
ag134135,9/20/23,treatment,0
ag134431,8/25/23,control,0
ag134735,9/29/23,control,0
ag135010,10/14/23,control,0
ag135685,9/1/23,control,0
ag13751,12/11/23,treatment,0
ag137820,11/27/23,control,0
ag137906,12/14/23,treatment,0
ag138237,9/5/23,treatment,0
ag139214,10/25/23,treatment,86.93091448
ag13985,10/10/23,control,0
ag141050,9/27/23,control,0
ag142524,9/6/23,treatment,0
ag14305,11/9/23,treatment,0
ag14341,12/24/23,control,0
ag144002,10/21/23,treatment,0
ag144828,8/14/23,control,0
ag145943,11/25/23,treatment,0
ag147396,8/24/23,treatment,0
ag147567,10/1/23,control,0
ag148569,11/25/23,treatment,0
ag150147,12/12/23,control,0
ag150815,12/22/23,control,0
ag16347,9/2/23,treatment,0
ag16933,8/23/23,treatment,0
ag17677,11/22/23,control,37.57349765
ag18182,11/22/23,treatment,0
ag18430,10/12/23,treatment,0
ag18454,12/30/23,control,0
ag18595,9/29/23,control,0
ag19097,11/4/23,treatment,0
ag19840,10/22/23,treatment,0
ag20387,10/20/23,control,0
ag20603,9/28/23,control,0
ag22531,12/17/23,control,0
ag23217,10/25/23,control,0
ag25408,10/25/23,control,0
ag25591,8/23/23,control,0
ag26926,10/23/23,control,0
ag29372,8/31/23,control,0
ag32355,9/20/23,control,0
ag33579,8/5/23,treatment,0
ag34301,9/3/23,control,0
ag35100,8/8/23,control,0
ag35228,8/27/23,control,0
ag36373,11/24/23,treatment,0
ag37357,11/21/23,treatment,0
ag37422,10/2/23,treatment,0
ag38439,9/30/23,treatment,0
ag39482,9/30/23,treatment,0
ag40781,12/13/23,treatment,0
ag41868,9/11/23,treatment,0
ag43342,11/13/23,treatment,28.95212544
ag46967,11/17/23,treatment,0
ag47257,10/10/23,control,0
ag48783,12/6/23,treatment,0
ag49673,12/6/23,control,0
ag50213,9/14/23,treatment,0
ag50546,11/4/23,control,0
ag50724,12/12/23,treatment,0
ag51218,10/13/23,control,0
ag51218,10/17/23,treatment,0
ag51655,12/2/23,treatment,0
ag52044,11/5/23,treatment,0
ag55559,10/12/23,control,0
ag57250,12/24/23,treatment,0
ag57436,12/11/23,treatment,0
ag57690,10/19/23,treatment,0
ag57796,8/21/23,treatment,0
ag58005,11/29/23,treatment,0
ag58505,8/13/23,control,0
ag58619,8/10/23,treatment,0
ag58717,9/23/23,control,77.36233206
ag59045,11/9/23,control,0
ag59859,8/26/23,control,0
ag60130,9/3/23,control,0
ag61325,8/2/23,treatment,0
ag61668,11/4/23,treatment,0
ag62113,10/17/23,control,0
ag63380,10/27/23,control,0
ag64138,11/6/23,treatment,0
ag64371,8/22/23,control,0
ag64380,12/28/23,treatment,0
ag65935,9/24/23,treatment,0
ag67460,11/30/23,treatment,0
ag67792,9/9/23,treatment,81.04048067
ag67978,11/28/23,control,0
ag68873,8/21/23,control,0
ag69488,12/18/23,treatment,0
ag69902,12/14/23,treatment,0
ag72601,8/7/23,treatment,0
ag72930,8/9/23,control,0
ag73463,12/16/23,treatment,0
ag73541,9/5/23,treatment,0
ag73644,8/26/23,control,0
ag74019,11/25/23,treatment,0
ag74237,12/17/23,treatment,0
ag77460,8/4/23,control,0
ag77460,11/26/23,control,0
ag81312,8/20/23,control,0
ag83802,9/28/23,control,0
ag85013,9/16/23,control,0
ag85171,10/8/23,treatment,0
ag86885,9/11/23,treatment,5.952730477
ag87253,8/22/23,treatment,0
ag87726,10/27/23,control,0
ag88227,11/3/23,control,58.74802001
ag89189,11/30/23,control,0
ag89710,11/26/23,treatment,0
ag91368,10/9/23,treatment,0
ag93628,8/19/23,control,0
ag95098,11/21/23,control,0
ag96857,10/5/23,control,0
ag97349,10/9/23,control,0
ag97734,8/20/23,control,0
ag98586,9/25/23,control,0
ah100576,9/3/23,control,0
ah100667,11/9/23,control,0
ah101250,10/16/23,control,0
ah101709,8/19/23,control,99.3607816
ah102810,9/15/23,treatment,0
ah102872,9/21/23,control,0
ah103528,10/28/23,treatment,0
ah103720,8/31/23,control,0
ah103765,12/23/23,treatment,0
ah105603,11/29/23,control,0
ah107132,9/25/23,treatment,0
ah107794,8/21/23,treatment,0
ah108148,8/5/23,treatment,0
ah108354,10/6/23,treatment,0
ah108380,8/27/23,control,0
ah109723,9/8/23,treatment,0
ah110887,10/24/23,treatment,0
ah112288,12/1/23,treatment,0
ah113572,9/6/23,treatment,0
ah115421,12/30/23,control,0
ah11639,10/23/23,control,0
ah11726,10/2/23,control,32.78302219
ah11883,11/8/23,treatment,0
ah118946,11/29/23,treatment,0
ah119570,10/27/23,treatment,0
ah120290,10/21/23,control,0
ah120483,10/21/23,treatment,0
ah120808,11/12/23,control,0
ah122362,11/6/23,control,0
ah123111,9/27/23,treatment,0
ah123204,10/16/23,control,0
ah127188,9/5/23,control,0
ah127211,8/17/23,control,0
ah129726,12/15/23,control,0
ah130240,12/26/23,treatment,0
ah130865,9/1/23,treatment,0
ah130881,8/14/23,control,0
ah132195,12/12/23,control,0
ah132552,9/29/23,treatment,0
ah133049,10/8/23,treatment,0
ah13404,9/7/23,control,0
ah136772,9/7/23,control,0
ah137200,11/30/23,control,0
ah137434,12/22/23,treatment,0
ah137436,8/28/23,control,0
ah137770,9/16/23,control,0
ah137876,8/13/23,control,0
ah138019,10/3/23,control,0
ah13807,10/21/23,control,0
ah138107,9/26/23,control,0
ah13813,8/31/23,treatment,0
ah140396,9/9/23,control,0
ah140421,9/15/23,control,0
ah142044,10/21/23,treatment,0
ah143063,9/15/23,treatment,103.2455324
ah14307,8/29/23,control,0
ah144220,11/14/23,control,0
ah144278,9/17/23,treatment,0
ah144335,8/19/23,control,0
ah144623,12/17/23,control,0
ah147159,12/21/23,control,0
ah147568,11/16/23,treatment,0
ah149296,11/24/23,treatment,0
ah150602,10/28/23,treatment,0
ah15374,8/9/23,treatment,0
ah17276,10/30/23,treatment,0
ah17737,10/15/23,treatment,0
ah17879,9/16/23,control,0
ah18952,9/30/23,control,0
ah19155,9/21/23,control,0
ah21537,9/12/23,control,0
ah22934,10/20/23,treatment,0
ah23500,12/26/23,treatment,51.99663167
ah25518,11/2/23,control,0
ah26058,12/10/23,treatment,0
ah27413,12/16/23,treatment,0
ah28310,10/9/23,control,0
ah28366,9/10/23,treatment,0
ah30628,9/4/23,control,0
ah32561,8/5/23,treatment,0
ah32929,9/13/23,treatment,0
ah33314,12/17/23,control,0
ah33721,12/9/23,control,0
ah33838,11/13/23,treatment,0
ah34754,8/20/23,control,0
ah35003,10/1/23,control,0
ah35892,10/20/23,treatment,0
ah38068,8/5/23,treatment,0
ah43453,10/7/23,control,0
ah44728,12/19/23,control,0
ah45577,12/7/23,treatment,0
ah46595,8/14/23,control,0
ah46598,8/16/23,treatment,0
ah46775,12/19/23,treatment,0
ah46872,10/25/23,control,0
ah47985,11/8/23,treatment,0
ah48354,11/18/23,treatment,0
ah48439,11/28/23,treatment,0
ah52820,10/3/23,control,0
ah53600,9/15/23,treatment,0
ah56996,10/4/23,treatment,0
ah57124,10/21/23,treatment,0
ah57269,11/27/23,treatment,0
ah57517,11/22/23,control,94.08952685
ah59138,9/11/23,control,0
ah62056,12/28/23,treatment,0
ah62656,12/2/23,treatment,0
ah63137,8/16/23,control,0
ah63428,12/26/23,control,0
ah63673,12/10/23,control,0
ah64800,8/31/23,treatment,0
ah65501,10/9/23,control,162.4177493
ah65565,12/29/23,treatment,0
ah67071,11/2/23,control,0
ah68647,11/28/23,treatment,0
ah69864,9/14/23,treatment,0
ah70018,9/25/23,treatment,0
ah70415,9/16/23,treatment,0
ah71469,11/14/23,treatment,0
ah72548,12/15/23,control,0
ah75389,8/21/23,control,0
ah76333,10/14/23,control,73.11234344
ah77651,9/28/23,treatment,0
ah78964,9/27/23,control,0
ah79604,10/28/23,treatment,0
ah80304,10/8/23,treatment,0
ah80634,10/24/23,control,0
ah83875,9/23/23,treatment,0
ah84908,10/5/23,treatment,0
ah85172,10/14/23,control,0
ah85508,11/13/23,treatment,0
ah88739,12/1/23,treatment,0
ah88903,8/20/23,treatment,0
ah91525,12/20/23,treatment,0
ah92295,10/1/23,treatment,0
ah92744,9/20/23,control,9.824418614
ah93185,12/19/23,control,0
ah94252,10/21/23,control,119.409554
ah96499,10/30/23,treatment,0
ah97706,8/7/23,control,97.30986388
ah97863,10/22/23,control,0
ah97908,9/20/23,treatment,0
ah99274,11/8/23,treatment,0
ai100159,12/10/23,treatment,0
ai100601,9/28/23,treatment,0
ai103665,10/18/23,treatment,0
ai104269,8/7/23,treatment,0
ai104543,9/2/23,control,0
ai107082,10/19/23,treatment,0
ai107292,12/20/23,control,0
ai110041,9/3/23,treatment,0
ai110681,12/9/23,control,0
ai114479,9/7/23,control,0
ai11493,11/12/23,treatment,0
ai116110,9/25/23,treatment,0
ai116449,10/12/23,treatment,0
ai117736,12/17/23,treatment,0
ai117859,8/11/23,control,0
ai119248,11/7/23,treatment,0
ai121057,8/10/23,treatment,0
ai121709,8/7/23,treatment,0
ai121772,9/15/23,treatment,0
ai12193,11/13/23,treatment,0
ai12371,12/27/23,control,0
ai124111,10/2/23,treatment,0
ai127068,10/30/23,treatment,0
ai127921,12/27/23,control,0
ai128185,10/5/23,control,0
ai129386,11/5/23,control,0
ai129440,11/7/23,control,0
ai129442,11/1/23,control,0
ai129848,9/12/23,control,0
ai130015,12/17/23,control,0
ai131045,8/26/23,treatment,0
ai131542,10/22/23,treatment,0
ai131741,9/26/23,control,0
ai132271,10/29/23,control,0
ai133915,8/1/23,control,0
ai134539,11/21/23,treatment,0
ai135285,12/17/23,treatment,0
ai136275,8/2/23,treatment,0
ai136844,12/21/23,treatment,0
ai137062,12/30/23,control,0
ai137346,9/21/23,control,0
ai138562,8/12/23,control,0
ai139759,10/6/23,control,0
ai139872,12/20/23,control,0
ai139965,11/17/23,treatment,0
ai14090,12/7/23,control,0
ai140999,10/18/23,control,0
ai141051,9/6/23,treatment,0
ai141871,12/22/23,control,0
ai141990,11/17/23,control,0
ai142291,9/18/23,control,0
ai143395,10/29/23,control,0
ai143844,11/26/23,treatment,0
ai144554,9/29/23,treatment,0
ai146561,8/7/23,treatment,0
ai146584,11/13/23,control,0
ai147000,8/27/23,treatment,0
ai147177,9/23/23,treatment,0
ai147715,11/29/23,control,0
ai148830,12/5/23,treatment,0
ai14889,9/12/23,control,0
ai15708,9/19/23,treatment,0
ai17801,12/28/23,control,0
ai17993,10/18/23,control,0
ai18479,11/3/23,control,0
ai18641,9/20/23,control,0
ai19597,9/6/23,treatment,0
ai19619,11/5/23,control,0
ai22208,10/1/23,control,0
ai22593,8/10/23,treatment,0
ai23451,10/14/23,control,0
ai23588,8/1/23,control,0
ai24041,8/10/23,control,0
ai24157,8/19/23,control,0
ai25815,12/16/23,treatment,0
ai29534,12/12/23,treatment,0
ai35607,11/1/23,control,0
ai36105,12/11/23,treatment,0
ai38440,8/1/23,control,0
ai38508,10/15/23,control,0
ai40993,8/11/23,treatment,0
ai44669,12/2/23,control,0
ai47054,12/12/23,control,0
ai47843,8/30/23,treatment,0
ai49328,10/27/23,treatment,0
ai51237,9/19/23,treatment,0
ai51805,12/8/23,control,0
ai52319,12/4/23,treatment,0
ai52371,12/4/23,control,0
ai53253,11/30/23,control,0
ai54309,8/20/23,control,0
ai54488,11/12/23,control,0
ai56273,8/26/23,control,0
ai58707,10/6/23,treatment,0
ai58949,10/5/23,control,0
ai59535,8/2/23,treatment,0
ai59917,10/22/23,treatment,0
ai62856,11/24/23,treatment,0
ai62920,12/20/23,control,0
ai66036,8/4/23,control,0
ai67526,8/31/23,treatment,0
ai67713,8/28/23,control,0
ai67946,10/5/23,control,0
ai68461,9/28/23,treatment,0
ai69384,10/25/23,treatment,0
ai71999,8/8/23,control,0
ai72724,9/22/23,control,0
ai73112,8/22/23,treatment,0
ai73422,12/24/23,treatment,0
ai73528,9/3/23,control,0
ai74446,8/18/23,treatment,0
ai75122,10/23/23,treatment,0
ai75176,10/1/23,treatment,0
ai75381,11/11/23,treatment,0
ai79642,12/2/23,treatment,0
ai80690,10/5/23,control,78.46890417
ai81728,11/22/23,control,0
ai82139,10/18/23,control,0
ai82221,12/17/23,treatment,0
ai82709,8/6/23,control,0
ai83131,8/3/23,control,0
ai83744,9/21/23,treatment,0
ai83860,10/18/23,treatment,0
ai83983,12/9/23,control,0
ai86032,9/15/23,treatment,0
ai86826,11/11/23,control,0
ai87053,12/10/23,treatment,0
ai88691,9/23/23,control,0
ai89327,11/12/23,treatment,0
ai89445,8/15/23,treatment,0
ai89834,8/10/23,control,0
ai90097,10/25/23,treatment,0
ai90842,11/11/23,treatment,0
ai91000,9/2/23,treatment,23.87594272
ai92436,10/15/23,treatment,168.6828599
ai92491,12/22/23,control,0
ai92503,12/17/23,control,0
ai93150,8/12/23,treatment,0
ai94026,9/5/23,control,0
ai94342,9/3/23,treatment,0
ai94445,12/11/23,treatment,0
ai94572,12/30/23,control,0
ai94901,11/29/23,treatment,0
ai95529,12/20/23,treatment,0
ai96327,11/19/23,control,0
ai97478,8/19/23,control,0
ai98639,11/4/23,control,0
ai99579,12/1/23,treatment,0
aj100128,12/2/23,control,0
aj100811,12/28/23,control,0
aj100926,10/21/23,control,0
aj102470,10/3/23,control,0
aj103874,9/15/23,treatment,141.2373399
aj105894,10/10/23,treatment,0
aj108014,9/10/23,treatment,0
aj108411,11/25/23,control,0
aj110928,12/10/23,treatment,0
aj113044,10/29/23,control,0
aj11448,12/9/23,treatment,0
aj116571,10/26/23,control,0
aj117575,9/26/23,treatment,0
aj118127,9/9/23,control,0
aj118684,12/4/23,control,0
aj11877,11/28/23,treatment,0
aj119582,10/10/23,treatment,0
aj120840,10/9/23,treatment,0
aj120852,9/13/23,treatment,0
aj120975,8/19/23,treatment,0
aj122120,8/31/23,control,106.5375746
aj122204,8/31/23,treatment,0
aj125431,12/30/23,control,0
aj125717,8/13/23,treatment,0
aj126761,12/22/23,control,0
aj126998,9/14/23,treatment,0
aj127041,10/21/23,control,0
aj127784,10/13/23,treatment,0
aj128268,12/20/23,control,0
aj12878,10/5/23,control,0
aj131856,9/11/23,control,0
aj132983,10/10/23,control,0
aj133241,11/1/23,control,0
aj133688,11/2/23,control,0
aj135262,10/4/23,treatment,0
aj136493,12/22/23,control,0
aj13877,9/4/23,control,0
aj138800,10/3/23,treatment,0
aj139828,11/12/23,control,0
aj139828,12/19/23,treatment,0
aj139844,8/12/23,treatment,0
aj140027,12/28/23,treatment,0
aj140714,11/12/23,control,0
aj143600,9/4/23,control,0
aj145571,12/20/23,control,0
aj145918,8/29/23,control,0
aj146016,8/8/23,treatment,0
aj146147,12/14/23,treatment,44.34235436
aj149001,10/29/23,treatment,0
aj149292,8/3/23,control,0
aj150522,12/26/23,control,0
aj150591,12/18/23,treatment,0
aj16072,9/9/23,treatment,0
aj16390,11/12/23,treatment,0
aj16872,12/13/23,treatment,0
aj19415,8/20/23,control,0
aj19870,8/23/23,treatment,0
aj21045,9/30/23,control,0
aj23374,11/28/23,treatment,0
aj24276,11/28/23,control,0
aj25739,9/2/23,control,0
aj25832,11/27/23,control,0
aj26378,9/10/23,treatment,0
aj26480,10/15/23,treatment,0
aj28475,11/1/23,control,0
aj30171,11/29/23,treatment,0
aj31790,8/18/23,control,0
aj32435,9/8/23,treatment,0
aj33562,8/22/23,treatment,0
aj35482,8/6/23,treatment,0
aj36134,12/19/23,control,0
aj37881,11/17/23,treatment,0
aj38481,8/10/23,control,0
aj39558,11/3/23,control,0
aj41635,12/2/23,control,0
aj41719,11/17/23,control,0
aj42269,8/17/23,treatment,0
aj42950,10/16/23,treatment,0
aj44498,9/21/23,treatment,148.4399805
aj45116,12/1/23,control,0
aj47618,12/17/23,treatment,0
aj47738,10/4/23,control,0
aj47821,8/23/23,treatment,0
aj47967,10/19/23,control,0
aj48397,9/10/23,treatment,0
aj51273,9/12/23,treatment,0
aj51351,10/8/23,treatment,0
aj51598,9/10/23,control,0
aj53133,11/14/23,treatment,0
aj53344,9/15/23,control,0
aj54006,10/4/23,control,0
aj54871,8/15/23,treatment,0
aj55106,11/14/23,treatment,0
aj55689,11/12/23,control,0
aj56081,11/8/23,control,0
aj56118,8/17/23,control,0
aj57521,12/12/23,control,0
aj62213,9/4/23,control,0
aj64505,12/11/23,control,0
aj65479,10/12/23,control,0
aj66051,8/25/23,treatment,0
aj66865,8/30/23,control,0
aj67742,9/27/23,treatment,0
aj70003,8/28/23,treatment,0
aj70560,12/14/23,treatment,0
aj71910,9/18/23,control,0
aj73646,12/29/23,treatment,0
aj75350,10/14/23,control,0
aj78132,10/24/23,treatment,0
aj78973,11/2/23,treatment,0
aj80102,11/17/23,control,0
aj80865,8/14/23,treatment,0
aj80884,8/23/23,control,0
aj81518,10/28/23,treatment,0
aj81617,8/15/23,treatment,0
aj82874,12/29/23,treatment,0
aj83965,11/27/23,control,0
aj84583,10/13/23,treatment,0
aj85768,8/15/23,control,0
aj86255,12/20/23,treatment,0
aj88003,9/8/23,treatment,0
aj89166,11/11/23,control,0
aj89735,12/4/23,control,0
aj90904,8/14/23,treatment,0
aj91063,10/12/23,treatment,0
aj91275,8/7/23,control,0
aj91743,9/9/23,treatment,81.29113143
aj94132,8/26/23,treatment,0
aj94336,9/27/23,treatment,110.9973355
aj94501,9/3/23,control,0
aj95413,12/8/23,control,0
aj96079,8/4/23,control,0
aj96725,11/24/23,treatment,0
aj97611,12/30/23,control,0
aj98070,10/13/23,control,0
aj99103,12/27/23,treatment,0
ak100043,9/24/23,treatment,0
ak100430,12/26/23,control,0
ak102090,9/25/23,control,0
ak104359,9/8/23,control,63.53522311
ak104759,8/13/23,control,0
ak107762,11/6/23,control,0
ak108668,12/5/23,control,0
ak109428,12/1/23,control,0
ak110896,8/23/23,control,0
ak111171,9/24/23,treatment,0
ak111955,10/25/23,control,0
ak113022,11/21/23,control,0
ak113827,8/22/23,treatment,145.618745
ak114751,11/7/23,control,0
ak114859,8/5/23,control,0
ak117791,11/22/23,treatment,0
ak118156,8/9/23,treatment,0
ak118868,8/13/23,control,0
ak119064,8/8/23,control,0
ak119970,10/27/23,treatment,0
ak120374,12/22/23,control,0
ak121554,8/4/23,treatment,0
ak121881,11/16/23,treatment,0
ak122969,8/3/23,treatment,0
ak12303,12/10/23,treatment,0
ak12740,8/17/23,treatment,0
ak128155,8/20/23,treatment,0
ak128346,9/12/23,treatment,0
ak130769,12/17/23,treatment,0
ak131603,9/25/23,treatment,0
ak132867,12/14/23,treatment,0
ak133334,11/20/23,treatment,0
ak134169,11/24/23,treatment,0
ak138524,10/21/23,control,0
ak139413,9/27/23,control,0
ak139433,9/7/23,control,0
ak139898,12/5/23,control,0
ak140310,12/24/23,treatment,0
ak140393,10/4/23,treatment,90.57785177
ak140407,12/28/23,treatment,0
ak141394,10/14/23,control,0
ak141935,8/3/23,treatment,0
ak143617,10/12/23,treatment,0
ak144180,11/14/23,treatment,0
ak144295,8/12/23,treatment,0
ak144423,10/28/23,treatment,0
ak145969,11/16/23,treatment,0
ak146452,10/20/23,control,81.95380407
ak148200,12/15/23,treatment,0
ak148550,12/5/23,treatment,0
ak148781,9/22/23,treatment,0
ak150233,9/23/23,treatment,0
ak17881,11/27/23,treatment,0
ak18207,9/21/23,treatment,159.5946199
ak19366,10/24/23,control,0
ak19789,10/26/23,treatment,0
ak20051,11/14/23,control,0
ak20624,11/30/23,treatment,0
ak22082,9/20/23,control,0
ak24559,11/7/23,control,0
ak24882,10/27/23,control,0
ak25181,11/1/23,treatment,0
ak25796,11/15/23,treatment,0
ak25823,11/14/23,treatment,0
ak25982,9/30/23,treatment,0
ak26212,11/10/23,control,0
ak27743,9/17/23,treatment,0
ak28309,9/28/23,treatment,0
ak29082,9/4/23,control,0
ak29158,12/19/23,control,0
ak30191,10/8/23,control,0
ak31330,9/19/23,treatment,0
ak31684,12/8/23,treatment,0
ak31746,9/14/23,treatment,0
ak31770,9/23/23,treatment,0
ak33211,12/28/23,treatment,0
ak33228,11/13/23,treatment,160.5528511
ak33813,9/14/23,treatment,0
ak34196,12/22/23,treatment,0
ak34860,10/2/23,control,0
ak37667,11/30/23,treatment,0
ak38019,11/2/23,control,0
ak39054,8/11/23,control,0
ak40375,10/4/23,treatment,0
ak40554,11/17/23,control,0
ak42709,11/22/23,treatment,0
ak43527,11/21/23,treatment,35.12112976
ak43739,10/1/23,control,0
ak45554,9/26/23,treatment,0
ak46218,8/8/23,treatment,0
ak47654,8/14/23,control,0
ak49581,9/2/23,control,94.007801
ak50511,10/1/23,control,0
ak52218,11/28/23,control,0
ak52568,12/18/23,treatment,0
ak52965,8/4/23,treatment,0
ak53506,11/19/23,control,0
ak54166,10/13/23,treatment,0
ak54900,9/25/23,treatment,0
ak54953,12/14/23,control,0
ak57823,10/12/23,treatment,0
ak58093,9/8/23,treatment,0
ak58693,9/28/23,control,0
ak59459,10/19/23,control,0
ak60463,12/17/23,treatment,0
ak60693,8/3/23,control,0
ak61092,12/18/23,treatment,0
ak61777,10/11/23,treatment,0
ak62073,8/23/23,treatment,0
ak62802,11/11/23,treatment,0
ak63281,10/6/23,treatment,0
